"wowheadZoneId";"nom";"decision";"monde";"continent";"region";"parent";"typeGeographique";"profondeur";"extension";"typeInstance";"statutRevue";"methodeRevue";"chemin";"note";"wowheadUrl"
"13983";"Clairières de Tirisfal";"Conservée";"Azeroth";"Royaumes de l'Est";"Clairières de Tirisfal";"continent:eastern-kingdoms";"region";"1";"Shadowlands";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Clairières de Tirisfal";"";"https://www.wowhead.com/fr/zone=13983"
"85";"Clairières de Tirisfal";"Conservée";"Azeroth";"Royaumes de l'Est";"Clairières de Tirisfal";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Clairières de Tirisfal";"";"https://www.wowhead.com/fr/zone=85"
"36";"Montagnes d’Alterac";"Conservée";"Azeroth";"Royaumes de l'Est";"Contreforts de Hautebrande";"wowhead-zone:267";"subzone";"2";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Contreforts de Hautebrande > Montagnes d’Alterac";"";"https://www.wowhead.com/fr/zone=36"
"267";"Contreforts de Hautebrande";"Conservée";"Azeroth";"Royaumes de l'Est";"Contreforts de Hautebrande";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Contreforts de Hautebrande";"";"https://www.wowhead.com/fr/zone=267"
"14730";"Crèche abandonnée";"Conservée";"Azeroth";"Royaumes de l'Est";"Crèche abandonnée";"continent:eastern-kingdoms";"region";"1";"The War Within";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Crèche abandonnée";"";"https://www.wowhead.com/fr/zone=14730"
"7888";"La citadelle Pourpre";"Conservée";"Azeroth";"Royaumes de l'Est";"Dalaran";"wowhead-zone:7886";"subzone";"2";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dalaran > La citadelle Pourpre";"";"https://www.wowhead.com/fr/zone=7888"
"7899";"La halle des mages";"Conservée";"Azeroth";"Royaumes de l'Est";"Dalaran";"wowhead-zone:7886";"subzone";"2";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dalaran > La halle des mages";"";"https://www.wowhead.com/fr/zone=7899"
"7898";"Le Brunant";"Conservée";"Azeroth";"Royaumes de l'Est";"Dalaran";"wowhead-zone:7886";"subzone";"2";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dalaran > Le Brunant";"";"https://www.wowhead.com/fr/zone=7898"
"7895";"Le fort Pourpre";"Conservée";"Azeroth";"Royaumes de l'Est";"Dalaran";"wowhead-zone:7886";"subzone";"2";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dalaran > Le fort Pourpre";"";"https://www.wowhead.com/fr/zone=7895"
"7897";"Les Entrailles";"Conservée";"Azeroth";"Royaumes de l'Est";"Dalaran";"wowhead-zone:7886";"subzone";"2";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dalaran > Les Entrailles";"";"https://www.wowhead.com/fr/zone=7897"
"7885";"Monument à Antonidas";"Conservée";"Azeroth";"Royaumes de l'Est";"Dalaran";"wowhead-zone:7886";"subzone";"2";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dalaran > Monument à Antonidas";"";"https://www.wowhead.com/fr/zone=7885"
"7900";"Retraite de Vargoth";"Conservée";"Azeroth";"Royaumes de l'Est";"Dalaran";"wowhead-zone:7886";"subzone";"2";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dalaran > Retraite de Vargoth";"";"https://www.wowhead.com/fr/zone=7900"
"7892";"Rochers flottants de Dalaran";"Conservée";"Azeroth";"Royaumes de l'Est";"Dalaran";"wowhead-zone:7886";"subzone";"2";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dalaran > Rochers flottants de Dalaran";"";"https://www.wowhead.com/fr/zone=7892"
"7886";"Dalaran";"Conservée";"Azeroth";"Royaumes de l'Est";"Dalaran";"continent:eastern-kingdoms";"region";"1";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dalaran";"";"https://www.wowhead.com/fr/zone=7886"
"41";"Défilé de Deuillevent";"Conservée";"Azeroth";"Royaumes de l'Est";"Défilé de Deuillevent";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Défilé de Deuillevent";"";"https://www.wowhead.com/fr/zone=41"
"1537";"Forgefer";"Conservée";"Azeroth";"Royaumes de l'Est";"Dun Morogh";"wowhead-zone:1";"region";"2";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dun Morogh > Forgefer";"";"https://www.wowhead.com/fr/zone=1537"
"6457";"La Nouvelle-Brikabrok";"Conservée";"Azeroth";"Royaumes de l'Est";"Dun Morogh";"wowhead-zone:1";"subzone";"2";"Mists of Pandaria";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dun Morogh > La Nouvelle-Brikabrok";"";"https://www.wowhead.com/fr/zone=6457"
"6176";"Vallée des Frigères";"Conservée";"Azeroth";"Royaumes de l'Est";"Dun Morogh";"wowhead-zone:1";"subzone";"2";"Mists of Pandaria";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dun Morogh > Vallée des Frigères";"";"https://www.wowhead.com/fr/zone=6176"
"1";"Dun Morogh";"Conservée";"Azeroth";"Royaumes de l'Est";"Dun Morogh";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Dun Morogh";"";"https://www.wowhead.com/fr/zone=1"
"6170";"Comté-du-Nord";"Conservée";"Azeroth";"Royaumes de l'Est";"Forêt d'Elwynn";"wowhead-zone:12";"subzone";"2";"Mists of Pandaria";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Forêt d’Elwynn > Comté-du-Nord";"";"https://www.wowhead.com/fr/zone=6170"
"2257";"Tram des profondeurs";"Conservée";"Azeroth";"Royaumes de l'Est";"Hurlevent, Forgefer";"wowhead-zone:1519 | wowhead-zone:1537";"subzone";"3";"Vanilla";"Transit";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Forêt d’Elwynn > Hurlevent > Tram des profondeurs";"";"https://www.wowhead.com/fr/zone=2257"
"1519";"Hurlevent";"Conservée";"Azeroth";"Royaumes de l'Est";"Forêt d’Elwynn";"wowhead-zone:12";"region";"2";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Forêt d’Elwynn > Hurlevent";"";"https://www.wowhead.com/fr/zone=1519"
"12";"Forêt d’Elwynn";"Conservée";"Azeroth";"Royaumes de l'Est";"Forêt d’Elwynn";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Forêt d’Elwynn";"";"https://www.wowhead.com/fr/zone=12"
"130";"Forêt des Pins-Argentés";"Conservée";"Azeroth";"Royaumes de l'Est";"Forêt des Pins-Argentés";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Forêt des Pins-Argentés";"";"https://www.wowhead.com/fr/zone=130"
"8529";"Fosse de Saron";"Conservée";"Azeroth";"Royaumes de l'Est";"Fosse de Saron";"continent:eastern-kingdoms";"region";"1";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Fosse de Saron";"";"https://www.wowhead.com/fr/zone=8529"
"4714";"Gilnéas";"Conservée";"Azeroth";"Royaumes de l'Est";"Gilnéas (région)";"manual-location:eastern-kingdoms:gilneas-region";"region";"2";"Cataclysm";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Gilnéas (région) > Gilnéas";"";"https://www.wowhead.com/fr/zone=4714"
"";"Gilnéas (région)";"Conservée";"Azeroth";"Royaumes de l'Est";"Gilnéas (région)";"continent:eastern-kingdoms";"region";"1";"Cataclysm";"Zone";"reviewed";"user_manual_review_synthetic_parent";"Azeroth > Royaumes de l'Est > Gilnéas (région)";"Région parente créée depuis la revue manuelle.";""
"51";"Gorge des Vents brûlants";"Conservée";"Azeroth";"Royaumes de l'Est";"Gorge des Vents brûlants";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Gorge des Vents brûlants";"";"https://www.wowhead.com/fr/zone=51"
"8685";"Goulet des Chanteguerres";"Conservée";"Azeroth";"Royaumes de l'Est";"Goulet des Chanteguerres";"continent:eastern-kingdoms";"region";"1";"Battle for Azeroth";"PvP";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Goulet des Chanteguerres";"";"https://www.wowhead.com/fr/zone=8685"
"45";"Hautes-terres Arathies";"Conservée";"Azeroth";"Royaumes de l'Est";"Hautes-terres Arathies";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Hautes-terres Arathies";"";"https://www.wowhead.com/fr/zone=45"
"4922";"Hautes-terres du Crépuscule";"Conservée";"Azeroth";"Royaumes de l'Est";"Hautes-terres du Crépuscule";"continent:eastern-kingdoms";"region";"1";"Cataclysm";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Hautes-terres du Crépuscule";"";"https://www.wowhead.com/fr/zone=4922"
"7894";"Île de Dalaran";"Conservée";"Azeroth";"Royaumes de l'Est";"Île de Dalaran";"continent:eastern-kingdoms";"region";"1";"Legion";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Île de Dalaran";"";"https://www.wowhead.com/fr/zone=7894"
"9331";"Île de Gilnéas";"Conservée";"Azeroth";"Royaumes de l'Est";"Île de Gilnéas";"continent:eastern-kingdoms";"region";"1";"Battle for Azeroth";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Île de Gilnéas";"";"https://www.wowhead.com/fr/zone=9331"
"17067";"Le Lycaneum";"Conservée";"Azeroth";"Royaumes de l'Est";"Île de Quel’Danas";"wowhead-zone:4080";"subzone";"2";"Midnight";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Île de Quel’Danas > Le Lycaneum";"";"https://www.wowhead.com/fr/zone=17067"
"4080";"Île de Quel’Danas";"Conservée";"Azeroth";"Royaumes de l'Est";"Île de Quel’Danas";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Île de Quel’Danas";"";"https://www.wowhead.com/fr/zone=4080"
"8489";"Îles";"Conservée";"Azeroth";"Royaumes de l'Est";"Îles";"continent:eastern-kingdoms";"region";"1";"Battle for Azeroth";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Îles";"";"https://www.wowhead.com/fr/zone=8489"
"4406";"L’arène des Valeureux";"Conservée";"Azeroth";"Royaumes de l'Est";"L’arène des Valeureux";"continent:eastern-kingdoms";"region";"1";"Wrath of the Lich King";"PvP";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > L’arène des Valeureux";"";"https://www.wowhead.com/fr/zone=4406"
"44";"Les Carmines";"Conservée";"Azeroth";"Royaumes de l'Est";"Les Carmines";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Les Carmines";"";"https://www.wowhead.com/fr/zone=44"
"47";"Les Hinterlands";"Conservée";"Azeroth";"Royaumes de l'Est";"Les Hinterlands";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Les Hinterlands";"";"https://www.wowhead.com/fr/zone=47"
"11";"Les Paluns";"Conservée";"Azeroth";"Royaumes de l'Est";"Les Paluns";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Les Paluns";"";"https://www.wowhead.com/fr/zone=11"
"3433";"Les terres Fantômes";"Conservée";"Azeroth";"Royaumes de l'Est";"Les terres Fantômes";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Les terres Fantômes";"";"https://www.wowhead.com/fr/zone=3433"
"8525";"Les tréfonds Putrides";"Conservée";"Azeroth";"Royaumes de l'Est";"Les tréfonds Putrides";"continent:eastern-kingdoms";"region";"1";"Battle for Azeroth";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Les tréfonds Putrides";"";"https://www.wowhead.com/fr/zone=8525"
"38";"Loch Modan";"Conservée";"Azeroth";"Royaumes de l'Est";"Loch Modan";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Loch Modan";"";"https://www.wowhead.com/fr/zone=38"
"4298";"Maleterres : l’enclave Écarlate";"Conservée";"Azeroth";"Royaumes de l'Est";"Maleterres : l’enclave Écarlate";"continent:eastern-kingdoms";"region";"1";"Wrath of the Lich King";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Maleterres : l’enclave Écarlate";"";"https://www.wowhead.com/fr/zone=4298"
"139";"Maleterres de l’Est";"Conservée";"Azeroth";"Royaumes de l'Est";"Maleterres de l’Est";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Maleterres de l’Est";"";"https://www.wowhead.com/fr/zone=139"
"28";"Maleterres de l’Ouest";"Conservée";"Azeroth";"Royaumes de l'Est";"Maleterres de l’Ouest";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Maleterres de l’Ouest";"";"https://www.wowhead.com/fr/zone=28"
"8";"Marais des Chagrins";"Conservée";"Azeroth";"Royaumes de l'Est";"Marais des Chagrins";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Marais des Chagrins";"";"https://www.wowhead.com/fr/zone=8"
"40";"Marche de l’Ouest";"Conservée";"Azeroth";"Royaumes de l'Est";"Marche de l’Ouest";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Marche de l’Ouest";"";"https://www.wowhead.com/fr/zone=40"
"4706";"Ruines de Gilnéas";"Conservée";"Azeroth";"Royaumes de l'Est";"Ruines de Gilnéas";"continent:eastern-kingdoms";"region";"1";"Cataclysm";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Ruines de Gilnéas";"";"https://www.wowhead.com/fr/zone=4706"
"25";"Mont Rochenoire";"Conservée";"Azeroth";"Royaumes de l'Est";"Steppes Ardentes";"wowhead-zone:46";"subzone";"2";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Steppes Ardentes > Mont Rochenoire";"";"https://www.wowhead.com/fr/zone=25"
"10028";"Profondeurs de Rochenoire";"Conservée";"Azeroth";"Royaumes de l'Est";"Steppes Ardentes";"wowhead-zone:46";"subzone";"2";"Battle for Azeroth";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Steppes Ardentes > Profondeurs de Rochenoire";"";"https://www.wowhead.com/fr/zone=10028"
"46";"Steppes Ardentes";"Conservée";"Azeroth";"Royaumes de l'Est";"Steppes Ardentes";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Steppes Ardentes";"";"https://www.wowhead.com/fr/zone=46"
"4";"Terres Foudroyées";"Conservée";"Azeroth";"Royaumes de l'Est";"Terres Foudroyées";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Terres Foudroyées";"";"https://www.wowhead.com/fr/zone=4"
"3";"Terres Ingrates";"Conservée";"Azeroth";"Royaumes de l'Est";"Terres Ingrates";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Terres Ingrates";"";"https://www.wowhead.com/fr/zone=3"
"5287";"Cap Strangleronce";"Conservée";"Azeroth";"Royaumes de l'Est";"Vallée de Strangleronce";"wowhead-zone:5339";"subzone";"2";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Vallée de Strangleronce > Cap Strangleronce";"";"https://www.wowhead.com/fr/zone=5287"
"33";"Strangleronce septentrionale";"Conservée";"Azeroth";"Royaumes de l'Est";"Vallée de Strangleronce";"wowhead-zone:5339";"subzone";"2";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Vallée de Strangleronce > Strangleronce septentrionale";"";"https://www.wowhead.com/fr/zone=33"
"5339";"Vallée de Strangleronce";"Conservée";"Azeroth";"Royaumes de l'Est";"Vallée de Strangleronce";"continent:eastern-kingdoms";"region";"1";"Vanilla";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Vallée de Strangleronce";"";"https://www.wowhead.com/fr/zone=5339"
"5144";"Étendues Chatoyantes";"Conservée";"Azeroth";"Royaumes de l'Est";"Vashj’ir";"wowhead-zone:5146";"subzone";"2";"Cataclysm";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Vashj’ir > Étendues Chatoyantes";"";"https://www.wowhead.com/fr/zone=5144"
"4815";"Forêt de Varech’thar";"Conservée";"Azeroth";"Royaumes de l'Est";"Vashj’ir";"wowhead-zone:5146";"subzone";"2";"Cataclysm";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Vashj’ir > Forêt de Varech’thar";"";"https://www.wowhead.com/fr/zone=4815"
"5145";"Profondeurs Abyssales";"Conservée";"Azeroth";"Royaumes de l'Est";"Vashj’ir";"wowhead-zone:5146";"subzone";"2";"Cataclysm";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Vashj’ir > Profondeurs Abyssales";"";"https://www.wowhead.com/fr/zone=5145"
"5146";"Vashj’ir";"Conservée";"Azeroth";"Royaumes de l'Est";"Vashj’ir";"continent:eastern-kingdoms";"region";"1";"Cataclysm";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Vashj’ir";"";"https://www.wowhead.com/fr/zone=5146"
"16194";"Atal’Aman";"Conservée";"Azeroth";"Royaumes de l'Est";"Zul'Aman";"manual-location:eastern-kingdoms:zul-aman";"subzone";"2";"Midnight";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Zul'Aman > Atal’Aman";"";"https://www.wowhead.com/fr/zone=16194"
"16375";"Tanière de Tisse-Loa";"Conservée";"Azeroth";"Royaumes de l'Est";"Zul'Aman";"manual-location:eastern-kingdoms:zul-aman";"subzone";"2";"Midnight";"Zone";"reviewed";"user_manual_review";"Azeroth > Royaumes de l'Est > Zul'Aman > Tanière de Tisse-Loa";"";"https://www.wowhead.com/fr/zone=16375"
"";"Zul'Aman";"Conservée";"Azeroth";"Royaumes de l'Est";"Zul'Aman";"continent:eastern-kingdoms";"region";"1";"Midnight";"Zone";"reviewed";"user_manual_review_synthetic_parent";"Azeroth > Royaumes de l'Est > Zul'Aman";"Région parente créée depuis la revue manuelle.";""
"5";"- QA and DVD GLOBAL -";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"Legion";"Zone";"excluded";"user_manual_review";"";"Décision Supprimée lors de la revue manuelle.";"https://www.wowhead.com/fr/zone=5"
"16381";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"The War Within";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16381"
"16387";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"The War Within";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16387"
"16391";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"The War Within";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16391"
"16392";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"The War Within";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16392"
"16402";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"The War Within";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16402"
"16403";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"The War Within";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16403"
"16404";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"Midnight";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16404"
"16405";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"Midnight";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16405"
"16406";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"The War Within";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16406"
"16407";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"The War Within";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16407"
"16408";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"Midnight";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16408"
"16409";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"The War Within";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16409"
"16410";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"Midnight";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16410"
"16411";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"Midnight";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16411"
"16412";"[DO NOT DISTURB]";"Supprimée";"Azeroth";"Royaumes de l'Est";"";"";"";"";"Midnight";"Zone";"excluded";"user_manual_review";"";"Entrée technique marquée [DO NOT DISTURB], retirée avant la revue manuelle.";"https://www.wowhead.com/fr/zone=16412"
